warm,1,1.074682
warm,2,0.885271
warm,3,0.907336
warm,4,0.781947
warm,5,0.897924
warm,6,0.912066
warm,7,0.955691
warm,8,0.828223
warm,9,0.962603
warm,10,0.750138
